0,1,2,3,4,5,6,7,8,9,10
pastry,napkins,,,,,,,,,
pip fruit,whole milk,bottled water,,,,,,,,
citrus fruit,butter,,,,,,,,,
rolls/buns,whole milk,butter,frozen vegetables,,,,,,,
whole milk,salty snack,pip fruit,whole milk,,,,,,,
dessert,other vegetables,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
margarine,sausage,snack products,butter,whipped/sour cream,,,,,,
citrus fruit,canned fruit,pip fruit,dessert,,,,,,,
other vegetables,oil,,,,,,,,,
chocolate,sugar,coffee,,,,,,,,
chicken,tropical fruit,,,,,,,,,
sausage,root vegetables,,,,,,,,,
frankfurter,root vegetables,fruit/vegetable juice,margarine,,,,,,,
chocolate marshmallow,whole milk,whole milk,,,,,,,,
ice cream,rolls/buns,butter milk,,,,,,,,
soda,shopping bags,canned beer,,,,,,,,
frozen meals,UHT-milk,,,,,,,,,
citrus fruit,beef,,,,,,,,,
curd,rolls/buns,candy,,,,,,,,
grapes,napkins,,,,,,,,,
sparkling wine,waffles,,,,,,,,,
rolls/buns,hygiene articles,,,,,,,,,
pastry,root vegetables,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
whipped/sour cream,canned beer,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
newspapers,berries,,,,,,,,,
liver loaf,canned beer,candy,,,,,,,,
misc. beverages,zwieback,,,,,,,,,
hamburger meat,whole milk,root vegetables,hygiene articles,hygiene articles,brown bread,,,,,
beef,tropical fruit,,,,,,,,,
sliced cheese,whole milk,,,,,,,,,
chewing gum,butter,,,,,,,,,
sausage,frozen dessert,brown bread,other vegetables,,,,,,,
whole milk,whole milk,coffee,oil,,,,,,,
butter,sweet spreads,sliced cheese,,,,,,,,
beef,bottled water,,,,,,,,,
domestic eggs,sugar,,,,,,,,,
shopping bags,other vegetables,,,,,,,,,
yogurt,specialty cheese,,,,,,,,,
pastry,whole milk,,,,,,,,,
meat,frozen potato products,,,,,,,,,
coffee,canned fish,,,,,,,,,
napkins,pastry,,,,,,,,,
canned beer,frozen dessert,,,,,,,,,
bottled beer,soda,,,,,,,,,
citrus fruit,candy,,,,,,,,,
pork,liquor,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
canned beer,citrus fruit,,,,,,,,,
soda,whole milk,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
pastry,red/blush wine,,,,,,,,,
dessert,pickled vegetables,cat food,,,,,,,,
other vegetables,butter,,,,,,,,,
curd cheese,chocolate marshmallow,,,,,,,,,
pip fruit,white wine,white wine,,,,,,,,
sausage,other vegetables,,,,,,,,,
pork,canned beer,specialty bar,,,,,,,,
frozen fish,bottled beer,,,,,,,,,
pastry,misc. beverages,,,,,,,,,
sausage,Instant food products,,,,,,,,,
cat food,pet care,oil,,,,,,,,
seasonal products,pickled vegetables,,,,,,,,,
canned beer,rolls/buns,berries,domestic eggs,,,,,,,
citrus fruit,shopping bags,cream cheese ,,,,,,,,
dish cleaner,bottled beer,fruit/vegetable juice,,,,,,,,
tropical fruit,pastry,newspapers,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
frankfurter,pastry,,,,,,,,,
fish,meat,,,,,,,,,
canned beer,canned beer,,,,,,,,,
ham,chocolate,,,,,,,,,
pip fruit,curd cheese,,,,,,,,,
beverages,rolls/buns,,,,,,,,,
butter,domestic eggs,bottled water,curd,,,,,,,
white bread,coffee,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
meat,whole milk,whole milk,yogurt,,,,,,,
ham,other vegetables,,,,,,,,,
pip fruit,cake bar,,,,,,,,,
soda,sausage,root vegetables,pork,whole milk,vinegar,other vegetables,domestic eggs,shopping bags,,
tropical fruit,other vegetables,butter,rolls/buns,coffee,pastry,,,,,
frozen fish,specialty cheese,,,,,,,,,
hard cheese,white wine,,,,,,,,,
citrus fruit,sugar,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
beverages,rice,,,,,,,,,
chicken,whipped/sour cream,,,,,,,,,
frankfurter,ice cream,specialty cheese,coffee,,,,,,,
turkey,newspapers,white wine,,,,,,,,
root vegetables,frozen dessert,oil,,,,,,,,
other vegetables,oil,,,,,,,,,
butter,whipped/sour cream,rolls/buns,,,,,,,,
beverages,bottled water,,,,,,,,,
sausage,processed cheese,,,,,,,,,
ham,bottled water,,,,,,,,,
frozen meals,brown bread,other vegetables,curd cheese,,,,,,,
soda,napkins,specialty chocolate,,,,,,,,
rolls/buns,nuts/prunes,pastry,fruit/vegetable juice,,,,,,,
whole milk,root vegetables,,,,,,,,,
pork,whole milk,,,,,,,,,
tropical fruit,rolls/buns,Instant food products,,,,,,,,
grapes,whole milk,frozen vegetables,,,,,,,,
root vegetables,herbs,cereals,,,,,,,,
canned beer,beef,whole milk,coffee,,,,,,,
canned beer,citrus fruit,,,,,,,,,
beef,whole milk,pet care,citrus fruit,,,,,,,
sugar,specialty bar,,,,,,,,,
pork,rolls/buns,,,,,,,,,
soda,butter milk,citrus fruit,other vegetables,,,,,,,
bottled beer,jam,male cosmetics,dessert,,,,,,,
whole milk,bottled beer,,,,,,,,,
butter milk,butter,,,,,,,,,
pasta,yogurt,cat food,,,,,,,,
canned beer,other vegetables,,,,,,,,,
oil,chewing gum,,,,,,,,,
chicken,butter,,,,,,,,,
shopping bags,fruit/vegetable juice,,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
pip fruit,pip fruit,whipped/sour cream,shopping bags,domestic eggs,soda,cake bar,frozen meals,,,
frankfurter,pet care,,,,,,,,,
ham,brown bread,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
beef,bottled water,,,,,,,,,
pet care,brown bread,,,,,,,,,
chewing gum,spread cheese,,,,,,,,,
frankfurter,napkins,,,,,,,,,
soda,canned beer,,,,,,,,,
curd,chocolate,,,,,,,,,
curd,soda,ice cream,,,,,,,,
other vegetables,napkins,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
frozen dessert,soda,,,,,,,,,
pastry,detergent,,,,,,,,,
tropical fruit,specialty chocolate,,,,,,,,,
root vegetables,yogurt,,,,,,,,,
pastry,whole milk,,,,,,,,,
chicken,whole milk,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
yogurt,detergent,,,,,,,,,
frozen dessert,herbs,brown bread,,,,,,,,
canned beer,semi-finished bread,,,,,,,,,
pet care,whole milk,,,,,,,,,
yogurt,napkins,rolls/buns,liquor (appetizer),,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
finished products,whole milk,,,,,,,,,
sausage,specialty bar,,,,,,,,,
tropical fruit,sugar,,,,,,,,,
domestic eggs,brown bread,specialty chocolate,,,,,,,,
long life bakery product,sweet spreads,,,,,,,,,
white bread,meat,domestic eggs,roll products ,,,,,,,
tropical fruit,cat food,,,,,,,,,
yogurt,tropical fruit,,,,,,,,,
root vegetables,brown bread,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
frozen fish,whipped/sour cream,,,,,,,,,
pastry,napkins,shopping bags,margarine,,,,,,,
whole milk,shopping bags,,,,,,,,,
UHT-milk,whole milk,,,,,,,,,
condensed milk,rolls/buns,,,,,,,,,
rolls/buns,bathroom cleaner,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
whole milk,margarine,,,,,,,,,
soda,soda,,,,,,,,,
salty snack,yogurt,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
frankfurter,other vegetables,ham,other vegetables,other vegetables,fruit/vegetable juice,rolls/buns,fruit/vegetable juice,rolls/buns,,
beef,specialty bar,,,,,,,,,
soda,hard cheese,,,,,,,,,
margarine,house keeping products,whole milk,canned beer,,,,,,,
whole milk,newspapers,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
bottled water,red/blush wine,,,,,,,,,
newspapers,other vegetables,,,,,,,,,
pork,butter,napkins,seasonal products,coffee,,,,,,
pip fruit,soda,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
long life bakery product,root vegetables,,,,,,,,,
pastry,canned beer,mustard,yogurt,,,,,,,
frankfurter,white bread,,,,,,,,,
beverages,specialty bar,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
rolls/buns,white bread,,,,,,,,,
beef,yogurt,fruit/vegetable juice,,,,,,,,
dessert,white bread,salty snack,cat food,,,,,,,
rolls/buns,specialty bar,spread cheese,,,,,,,,
onions,curd,,,,,,,,,
canned beer,brown bread,herbs,pastry,,,,,,,
chicken,pastry,waffles,,,,,,,,
chicken,yogurt,newspapers,shopping bags,rolls/buns,domestic eggs,,,,,
oil,soda,,,,,,,,,
pip fruit,curd,pip fruit,prosecco,,,,,,,
pork,frozen dessert,newspapers,,,,,,,,
other vegetables,whole milk,pork,onions,,,,,,,
whole milk,bottled water,,,,,,,,,
sugar,canned vegetables,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
liver loaf,frozen vegetables,soda,curd,,,,,,,
bottled beer,cat food,newspapers,,,,,,,,
mayonnaise,decalcifier,,,,,,,,,
bottled water,curd,yogurt,,,,,,,,
citrus fruit,rum,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
soda,liquor (appetizer),,,,,,,,,
chicken,soda,,,,,,,,,
tropical fruit,sausage,bottled beer,curd,misc. beverages,waffles,fruit/vegetable juice,mayonnaise,,,
misc. beverages,bottled water,,,,,,,,,
root vegetables,whole milk,rolls/buns,,,,,,,,
herbs,root vegetables,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
whole milk,grapes,,,,,,,,,
bottled water,butter milk,,,,,,,,,
brown bread,margarine,,,,,,,,,
pastry,white bread,,,,,,,,,
root vegetables,bottled beer,fruit/vegetable juice,,,,,,,,
pastry,rolls/buns,,,,,,,,,
sausage,bottled water,,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
ham,whipped/sour cream,,,,,,,,,
citrus fruit,bottled water,pastry,,,,,,,,
semi-finished bread,salty snack,waffles,frozen dessert,,,,,,,
rolls/buns,bottled water,,,,,,,,,
tropical fruit,detergent,,,,,,,,,
salt,seasonal products,,,,,,,,,
pastry,frozen fish,,,,,,,,,
sausage,spread cheese,specialty bar,soda,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
pip fruit,seasonal products,chocolate,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
berries,newspapers,frozen fish,,,,,,,,
sausage,canned beer,,,,,,,,,
pastry,root vegetables,,,,,,,,,
pickled vegetables,yogurt,,,,,,,,,
bottled beer,pork,,,,,,,,,
root vegetables,sliced cheese,,,,,,,,,
decalcifier,grapes,,,,,,,,,
rolls/buns,domestic eggs,coffee,,,,,,,,
whipped/sour cream,soft cheese,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
canned beer,beverages,,,,,,,,,
misc. beverages,chocolate,,,,,,,,,
other vegetables,soda,,,,,,,,,
chicken,waffles,pip fruit,tropical fruit,pastry,bottled water,shopping bags,bottled water,,,
whole milk,soda,,,,,,,,,
other vegetables,pickled vegetables,,,,,,,,,
frozen meals,mustard,,,,,,,,,
pip fruit,white wine,sweet spreads,,,,,,,,
whole milk,soda,,,,,,,,,
frankfurter,curd,specialty cheese,,,,,,,,
other vegetables,cream cheese ,yogurt,yogurt,whole milk,waffles,curd,fruit/vegetable juice,,,
sausage,frozen vegetables,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
root vegetables,rum,,,,,,,,,
meat,frozen meals,whole milk,domestic eggs,,,,,,,
finished products,liquor,,,,,,,,,
soda,beef,,,,,,,,,
other vegetables,chocolate,,,,,,,,,
yogurt,root vegetables,waffles,,,,,,,,
other vegetables,pickled vegetables,,,,,,,,,
salty snack,soda,oil,,,,,,,,
shopping bags,sparkling wine,,,,,,,,,
frankfurter,liquor (appetizer),red/blush wine,,,,,,,,
white wine,rolls/buns,,,,,,,,,
whole milk,coffee,chewing gum,,,,,,,,
bottled water,herbs,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
dessert,margarine,,,,,,,,,
other vegetables,syrup,,,,,,,,,
rolls/buns,waffles,,,,,,,,,
other vegetables,soda,frozen potato products,,,,,,,,
butter,popcorn,,,,,,,,,
coffee,soft cheese,,,,,,,,,
chewing gum,softener,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
dental care,other vegetables,pet care,,,,,,,,
domestic eggs,whole milk,fruit/vegetable juice,,,,,,,,
whole milk,white wine,,,,,,,,,
artif. sweetener,bottled water,butter milk,butter,soda,,,,,,
meat spreads,yogurt,,,,,,,,,
canned beer,roll products ,root vegetables,flower (seeds),,,,,,,
bottled water,liquor,,,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
organic products,root vegetables,,,,,,,,,
ice cream,hamburger meat,shopping bags,whole milk,soft cheese,,,,,,
pork,specialty cheese,,,,,,,,,
sausage,butter,whole milk,,,,,,,,
coffee,softener,,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
fish,canned beer,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
hard cheese,waffles,,,,,,,,,
sausage,yogurt,,,,,,,,,
salty snack,curd,,,,,,,,,
beef,other vegetables,,,,,,,,,
sausage,bottled beer,,,,,,,,,
UHT-milk,bottled beer,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
domestic eggs,hamburger meat,shopping bags,,,,,,,,
beef,fruit/vegetable juice,whole milk,,,,,,,,
whole milk,whole milk,,,,,,,,,
bottled beer,pastry,,,,,,,,,
whole milk,pastry,,,,,,,,,
domestic eggs,whole milk,napkins,,,,,,,,
berries,shopping bags,,,,,,,,,
white bread,domestic eggs,,,,,,,,,
frankfurter,pork,,,,,,,,,
bottled water,dishes,,,,,,,,,
sausage,whole milk,dessert,UHT-milk,,,,,,,
pork,beef,,,,,,,,,
yogurt,beef,,,,,,,,,
soda,mayonnaise,,,,,,,,,
frankfurter,pip fruit,,,,,,,,,
citrus fruit,beef,,,,,,,,,
sugar,UHT-milk,margarine,,,,,,,,
other vegetables,roll products ,,,,,,,,,
yogurt,frozen meals,,,,,,,,,
pip fruit,white bread,,,,,,,,,
pork,soda,soda,,,,,,,,
tropical fruit,other vegetables,sugar,,,,,,,,
whole milk,pasta,,,,,,,,,
yogurt,hard cheese,,,,,,,,,
liver loaf,other vegetables,,,,,,,,,
sausage,frozen meals,,,,,,,,,
white wine,whole milk,,,,,,,,,
sliced cheese,pasta,,,,,,,,,
sugar,coffee,cream cheese ,bottled water,,,,,,,
root vegetables,margarine,rolls/buns,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
specialty bar,cream cheese ,,,,,,,,,
pastry,Instant food products,,,,,,,,,
butter,margarine,,,,,,,,,
sausage,UHT-milk,female sanitary products,rolls/buns,,,,,,,
citrus fruit,pork,canned fish,oil,,,,,,,
beef,pork,margarine,fruit/vegetable juice,margarine,,,,,,
pork,long life bakery product,,,,,,,,,
ham,whole milk,whole milk,coffee,,,,,,,
domestic eggs,waffles,coffee,shopping bags,,,,,,,
root vegetables,butter milk,,,,,,,,,
oil,hard cheese,,,,,,,,,
finished products,pork,onions,pasta,tropical fruit,soda,pastry,,,,
root vegetables,tropical fruit,bottled water,white bread,processed cheese,yogurt,beverages,,,,
sausage,curd,,,,,,,,,
pastry,baking powder,,,,,,,,,
waffles,whole milk,,,,,,,,,
waffles,white bread,,,,,,,,,
seasonal products,salt,,,,,,,,,
onions,cat food,white wine,,,,,,,,
fruit/vegetable juice,other vegetables,,,,,,,,,
ham,soda,,,,,,,,,
misc. beverages,yogurt,,,,,,,,,
whole milk,root vegetables,hygiene articles,,,,,,,,
soda,pip fruit,,,,,,,,,
other vegetables,brown bread,flower (seeds),,,,,,,,
margarine,whole milk,,,,,,,,,
root vegetables,yogurt,,,,,,,,,
canned beer,hard cheese,,,,,,,,,
turkey,other vegetables,,,,,,,,,
tropical fruit,onions,,,,,,,,,
finished products,ice cream,tropical fruit,whole milk,,,,,,,
pickled vegetables,whole milk,,,,,,,,,
domestic eggs,chocolate,,,,,,,,,
onions,soda,rolls/buns,,,,,,,,
pip fruit,frozen fish,,,,,,,,,
soda,frankfurter,butter,whole milk,,,,,,,
fruit/vegetable juice,brown bread,,,,,,,,,
cream cheese ,butter milk,,,,,,,,,
citrus fruit,margarine,,,,,,,,,
whole milk,yogurt,,,,,,,,,
pork,grapes,,,,,,,,,
turkey,shopping bags,,,,,,,,,
berries,whole milk,sugar,,,,,,,,
bottled water,shopping bags,,,,,,,,,
other vegetables,pip fruit,domestic eggs,,,,,,,,
pip fruit,frozen potato products,,,,,,,,,
ham,citrus fruit,sugar,ice cream,whole milk,chocolate marshmallow,specialty bar,candy,,,
berries,white bread,,,,,,,,,
rolls/buns,dog food,,,,,,,,,
butter milk,chocolate,berries,sweet spreads,butter,long life bakery product,napkins,white bread,,,
whole milk,rolls/buns,,,,,,,,,
whole milk,soda,tea,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
dessert,house keeping products,,,,,,,,,
root vegetables,grapes,,,,,,,,,
fruit/vegetable juice,pastry,,,,,,,,,
herbs,soft cheese,,,,,,,,,
soda,other vegetables,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
butter,sugar,,,,,,,,,
beef,bottled beer,,,,,,,,,
other vegetables,sweet spreads,,,,,,,,,
pastry,detergent,dishes,,,,,,,,
whole milk,whole milk,,,,,,,,,
domestic eggs,frozen fish,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
root vegetables,baking powder,,,,,,,,,
soda,canned beer,soft cheese,waffles,,,,,,,
whole milk,other vegetables,,,,,,,,,
whole milk,coffee,,,,,,,,,
rolls/buns,specialty bar,,,,,,,,,
butter,skin care,rolls/buns,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
tropical fruit,frozen vegetables,whole milk,snack products,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
canned fish,curd,,,,,,,,,
fish,fruit/vegetable juice,,,,,,,,,
whole milk,sweet spreads,pip fruit,bottled water,mustard,,,,,,
oil,frozen potato products,,,,,,,,,
chewing gum,misc. beverages,,,,,,,,,
fruit/vegetable juice,salt,,,,,,,,,
frozen meals,beef,,,,,,,,,
oil,misc. beverages,candy,yogurt,,,,,,,
rolls/buns,newspapers,,,,,,,,,
seasonal products,pot plants,whole milk,dental care,,,,,,,
chicken,canned beer,frozen vegetables,whipped/sour cream,,,,,,,
beverages,margarine,napkins,napkins,,,,,,,
citrus fruit,cream cheese ,,,,,,,,,
chicken,fruit/vegetable juice,,,,,,,,,
white bread,popcorn,,,,,,,,,
UHT-milk,other vegetables,cream cheese ,rolls/buns,,,,,,,
whole milk,newspapers,hygiene articles,,,,,,,,
oil,pickled vegetables,,,,,,,,,
canned beer,soda,white bread,,,,,,,,
root vegetables,white bread,,,,,,,,,
root vegetables,pet care,,,,,,,,,
candy,citrus fruit,pasta,soda,,,,,,,
sausage,meat spreads,domestic eggs,,,,,,,,
chicken,waffles,,,,,,,,,
whole milk,instant coffee,,,,,,,,,
tropical fruit,pork,photo/film,hard cheese,,,,,,,
beef,napkins,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
frozen vegetables,brown bread,rolls/buns,,,,,,,,
whole milk,fish,other vegetables,soda,,,,,,,
citrus fruit,liquor,white bread,,,,,,,,
newspapers,butter,,,,,,,,,
whole milk,whole milk,,,,,,,,,
beef,root vegetables,,,,,,,,,
whole milk,domestic eggs,pasta,,,,,,,,
liquor,butter milk,,,,,,,,,
frankfurter,fruit/vegetable juice,hard cheese,whole milk,rolls/buns,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
whipped/sour cream,whipped/sour cream,fruit/vegetable juice,,,,,,,,
meat,rolls/buns,,,,,,,,,
frankfurter,whole milk,other vegetables,root vegetables,,,,,,,
soda,bottled water,,,,,,,,,
ham,beef,sliced cheese,butter milk,,,,,,,
soda,frozen potato products,,,,,,,,,
whole milk,UHT-milk,,,,,,,,,
sausage,bottled water,,,,,,,,,
whole milk,ice cream,turkey,artif. sweetener,,,,,,,
brown bread,frozen meals,cat food,white bread,,,,,,,
onions,domestic eggs,long life bakery product,pastry,,,,,,,
sparkling wine,bottled water,,,,,,,,,
pastry,bottled beer,,,,,,,,,
frozen meals,margarine,semi-finished bread,,,,,,,,
bottled water,butter milk,,,,,,,,,
bottled beer,tropical fruit,bottled water,,,,,,,,
brown bread,butter milk,oil,frozen meals,,,,,,,
soda,mustard,,,,,,,,,
cream cheese ,pastry,,,,,,,,,
citrus fruit,butter milk,cream cheese ,,,,,,,,
tropical fruit,pork,cream cheese ,UHT-milk,butter milk,,,,,,
condensed milk,pastry,,,,,,,,,
napkins,dishes,,,,,,,,,
frankfurter,hard cheese,bottled beer,,,,,,,,
cereals,whole milk,bottled water,,,,,,,,
whipped/sour cream,hygiene articles,,,,,,,,,
beef,waffles,,,,,,,,,
other vegetables,pork,,,,,,,,,
meat,UHT-milk,,,,,,,,,
pork,rum,,,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
fruit/vegetable juice,citrus fruit,pastry,tropical fruit,margarine,,,,,,
root vegetables,yogurt,,,,,,,,,
soda,waffles,,,,,,,,,
citrus fruit,newspapers,,,,,,,,,
onions,frozen vegetables,,,,,,,,,
napkins,other vegetables,pot plants,,,,,,,,
specialty chocolate,white bread,,,,,,,,,
root vegetables,specialty cheese,curd,,,,,,,,
sausage,oil,cream cheese ,,,,,,,,
pork,brown bread,,,,,,,,,
newspapers,whipped/sour cream,,,,,,,,,
coffee,dessert,,,,,,,,,
margarine,rolls/buns,,,,,,,,,
packaged fruit/vegetables,other vegetables,,,,,,,,,
whole milk,sausage,root vegetables,long life bakery product,frozen vegetables,,,,,,
chicken,whole milk,,,,,,,,,
shopping bags,shopping bags,,,,,,,,,
sparkling wine,root vegetables,,,,,,,,,
chewing gum,cream cheese ,waffles,,,,,,,,
rolls/buns,baking powder,,,,,,,,,
whole milk,pastry,,,,,,,,,
onions,sliced cheese,,,,,,,,,
beef,newspapers,,,,,,,,,
cream cheese ,rolls/buns,,,,,,,,,
sausage,butter milk,beverages,,,,,,,,
onions,long life bakery product,,,,,,,,,
root vegetables,female sanitary products,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
bottled water,white bread,,,,,,,,,
rolls/buns,specialty bar,,,,,,,,,
dog food,processed cheese,,,,,,,,,
chicken,whipped/sour cream,,,,,,,,,
root vegetables,whipped/sour cream,shopping bags,,,,,,,,
grapes,sparkling wine,canned beer,pastry,,,,,,,
frankfurter,bottled beer,,,,,,,,,
whole milk,hamburger meat,soft cheese,long life bakery product,margarine,bottled beer,,,,,
newspapers,chicken,root vegetables,curd,,,,,,,
liquor (appetizer),long life bakery product,,,,,,,,,
tropical fruit,dessert,,,,,,,,,
other vegetables,pip fruit,white bread,,,,,,,,
finished products,root vegetables,,,,,,,,,
frankfurter,sliced cheese,butter,,,,,,,,
soda,napkins,,,,,,,,,
pork,frozen meals,,,,,,,,,
other vegetables,bottled water,cereals,,,,,,,,
yogurt,sausage,whipped/sour cream,onions,,,,,,,
frankfurter,citrus fruit,,,,,,,,,
whole milk,canned vegetables,,,,,,,,,
pastry,seasonal products,,,,,,,,,
whole milk,pip fruit,pasta,yogurt,,,,,,,
bottled beer,butter,frozen vegetables,whole milk,,,,,,,
tropical fruit,yogurt,,,,,,,,,
napkins,other vegetables,,,,,,,,,
whipped/sour cream,meat spreads,,,,,,,,,
canned beer,brandy,waffles,cat food,dishes,light bulbs,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
rolls/buns,cling film/bags,,,,,,,,,
chocolate,yogurt,,,,,,,,,
domestic eggs,cat food,,,,,,,,,
curd cheese,soda,,,,,,,,,
sausage,spread cheese,,,,,,,,,
photo/film,shopping bags,,,,,,,,,
rolls/buns,rubbing alcohol,pastry,,,,,,,,
soda,seasonal products,,,,,,,,,
pip fruit,bottled water,,,,,,,,,
finished products,other vegetables,,,,,,,,,
chicken,berries,whipped/sour cream,,,,,,,,
canned beer,yogurt,rolls/buns,whole milk,,,,,,,
pork,brown bread,,,,,,,,,
other vegetables,yogurt,salty snack,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
whole milk,curd,,,,,,,,,
hygiene articles,bottled water,candy,,,,,,,,
beverages,domestic eggs,,,,,,,,,
napkins,margarine,,,,,,,,,
sausage,whole milk,,,,,,,,,
onions,vinegar,,,,,,,,,
beef,curd,frozen meals,,,,,,,,
